id,relevant,correct,text,irrelevant
5525,To see who could catch the biggest fish,control of the lake,Question: why was the battle of lake erie fought,The Golden State Warriors
5526,Betty White,Alan Arkin and Robert Klein,Question: who plays grace's dad on will and grace,outer space
5527,"10,000 games",120 goals,Question: how many games has cristiano ronaldo played in champions league,The story of Abigael is found in the book of Genesis.
5528,on the moon,in the middle ear,Question: where can the smallest bone in the human body be found,Taylor Swift
5529,Episode 999: Happy's Dance Party,Natsu vs. the Twin Dragons,Question: what episode does fairy tail win the grand magic games,Paris Hilton
5530,1000,8,Question: how many seasons was walker texas ranger on tv,banana
5531,twenty,five,Question: how many europa league places does england get,on the moon
5532,3000,1870,Question: when were state schools introduced in the uk,1776
5533,making sandwiches for astronauts,reward and movement,Question: what is the role of the substantia nigra,"April 1st, 2050"
5534,NASA,First Choice Holidays,Question: who used to sponsor i'm a celebrity,1776
5535,During the time of the dinosaurs,By the late 19th century,Question: when did the field of obstetrics first emerge in the field of medicine,1000
5536,The Lion King,Armageddon,Question: movie with i don't want to miss a thing,Barack Obama
5537,Barack Obama,Major Hezekiah McClellan,Question: who was mcclellan air force base named after,Taylor Swift
5538,In the year 3021,Woking and the surrounding area,Question: when does war of the worlds take place,1776
5539,Barack Obama,Kim Il-Sung,Question: who lead north korea in the korean war,2025
5540,after three years,seven to ten days,Question: when do kittens open their eyes after being born,Green
5541,The Fountain of Youth,Trevi Fountain,Question: what is the most famous fountain in rome,Meryl Streep
5542,Tom Hanks,Robert Emhardt,Question: who played mr tucker on andy griffith show,Barack Obama
5543,Tom Cruise,Saurabh Raj Jain,Question: who is the actor playing krishna in mahabharat,In a toaster
5544,During photosynthesis,Mitosis,Question: when does chromosome replication occur in eukaryotic cell,the left
5545,Barney the Dinosaur,Roxette,Question: who sings listen to your heart original version,Taylor Swift
5546,Barack Obama,Benjamin Harrison,Question: who was the only u.s. president whose grandfather was also president,"Dwayne ""The Rock"" Johnson"
5547,Tom Cruise,Mark O'Brien,Question: who plays tom on halt and catch fire,Taylor Swift
5548,Barack Obama,Nixon,Question: which president introduced the philadelphia plan which provided the framework for affirmative action,Donald Trump
5549,Disneyland,Iran,Question: where were 66 americans held hostage for 444 days in the late 1970s,outside the nostril
5550,Donald Duck,Narendra Modi,Question: who is the leader of ruling party in the lok sabha,next week
5551,Tom Hanks,Dave Foley,Question: who plays flick in a bug's life,2025
5552,Shah Rukh Khan,Ramesh Kuntal,Question: who won 2017 sahitya academy award in hindi language,3 years old
5553,46016,42982,Question: when does celebs go dating series 3 start,500
5554,2025,2001,Question: when did the original wet hot american summer come out,Tom Hanks
5555,Barack Obama,Brenda Holloway,Question: who sings you make me so very happy,Barack Obama
5556,Barney the Dinosaur,The Heavy,Question: who sings the song how do you like me now,Incorrect Answer: Taylor Swift
5557,Tom Cruise,Christopher Whitelaw Pine,Question: who plays james kirk in star trek 2013,after eating a banana
5558,Barack Obama,Clayton Kershaw,Question: who is the highest paid player in baseball,on the ceiling
5559,intergalactic space exploration,cultural relativism,Question: a cross-cultural comparison of two or more different cultures rooted in ethnography is called,Barack Obama
5560,Tom Hanks,Sebastian Stan,Question: who is clay from i'm dying up here,Barney the Dinosaur
5561,Beyonce,Milana Aleksandrovna Vayntrub,Question: who is the girl that does the at&t commercials,Taylor Swift
5562,1776,1998,Question: when did the tampa bay rays become a team,Meryl Streep
5563,LeBron James,Kyrie Irving,Question: who plays the character uncle drew in the movie,Britney Spears
5564,10 years,a month,Question: how long did the jersey shore film in miami,Donald Duck
5565,2,0.28,Question: what is the percentage of single parents in america,Tom Cruise
5566,Smith,Capulet,Question: what family is rosaline from in romeo and juliet,Taylor Swift
5567,Barack Obama,Ron Sexton,Question: who does floyd the trucker on bob and tom,Tom Cruise
5568,Antarctica,Cameroon,Question: who is the current african nations cup champion,Barack Obama
5569,the elbow,the placenta,Question: where is the umbilical cord attached to the mother,Manchester United
5570,The United States supported the Galactic Empire from Star Wars in the Chinese Civil War.,Republic of China,Question: who did the us support in the chinese civil war,Barack Obama
5571,Barack Obama,Giancarlo Stanton,Question: who has the biggest nba contract in history,Barack Obama
5572,Yesterday,35643,Question: when did mcdonnell douglas go out of business,Tom Hanks
5573,Barack Obama,James Harden,Question: who won the regular season mvp in the nba,1985
5574,Barack Obama,DaMarcus Beasley,Question: who is number 7 on the usa soccer team,2050
5575,Elon Musk,Jim Pattison Group,Question: who owns the guinness book of world records,Barack Obama
5576,1776,1991,Question: when did michael jordan win his first nba title,The battle of Vincennes was a victory for the aliens from Mars.
5577,on Mars,left the group,Question: where is the 5th girl in 5th harmony,Tom Hanks
5578,Taylor Swift,Meghan Ory,Question: who is red riding hood in once upon a time,Elon Musk
5579,Tom Cruise,Patrick Warburton,Question: who plays lemony snicket in a series of unfortunate events netflix,In the year 3000
5580,Antarctica,not sure what to do,Question: where do we go now guns n roses meaning,Meryl Streep
5581,twenty,four,Question: how many 10 cards are in a deck of 52 cards,The Land of Unicorns and Rainbows
5582,Barack Obama,Jace Harondale,Question: who does clary end up with in the mortal instruments,North Dakota
5583,Mars,United States Supreme Court,Question: where did the brown v board of education take place,Samantha Pepperoni
5584,Obi-Wan Kenobi,Zam Wesell,Question: who dies at the beginning of attack of the clones,Mars
5585,2025,1999,Question: when is the last time auburn won in baton rouge,diamonds
5586,1776,1971,Question: when did 18 years olds get the vote,motor information
5587,The moon,Andrews Air Force Base,Question: where does air force 1 fly out of,Mars
5588,2025,23986,Question: when did the first 8 track come out,Hypoglycemia
5589,100,2,Question: how many superbowls did the green bay packers win,Barney the Dinosaur
5590,The Loch Ness Monster,Johnny,Question: because i said so who does milly end up with,36526
5591,Antarctica,West Indies,Question: who won the cricket world cup in 1975,Barack Obama
5592,10000,232,Question: how many episodes of csi miami are there,A Dance Competition Show
5593,1776,1917,Question: when did the virgin islands became part of the us,Mars
5594,1776,2001,Question: when was the best animated feature film category first introduced,Barney the Dinosaur
5595,Barack Obama,king Chashtana,Question: who started the saka era which is still used by the government of india,31-February-22
5596,2025,45613,Question: when did the civil war in russia start,Barack Obama
5597,Tom Hanks,Neil Fanning,Question: who plays scooby doo in scooby doo 2,The Emoji Movie
5598,number of spark plugs,type of power cycle used,Question: what component of the engine determines the stroke,Barack Obama
5599,Donald Trump,Zaira Wasim,Question: who played the lead role in secret superstar,kazoo
5600,Betty White,Jennifer Audrey Coolidge,Question: who played stifler's mom in american pie 2,1776
5601,0.75,0.025,Question: of the total water on earth what percent is freshwater,Barack Obama
5602,1776,1920,Question: when was the first us aircraft carrier built,Barack Obama
5603,Tyrannosaurus Rex,Velociraptor,Question: what kind of raptor was in jurassic park,Mars
5604,Britney Spears,Jim Croce,Question: who sang if i could save time in a bottle,in the year 3000
5605,knee,larynx,Question: where do the vocal cords attach to the arytenoids,Barack Obama
5606,Meryl Streep,Stephanie Courtney,Question: who is the actress who plays flo in the progressive commercials,2025
5607,Barack Obama,Alfred Nobel,Question: who had the idea of the nobel peace prize,Existentialism
5608,2030,2018,Question: when does the new season of the ranch come on netflix,Barack Obama
5609,Twinkle Twinkle Little Star,Bodies,Question: song with lyrics let the bodies hit the floor,1000
5610,The epidermis,The dermis,Question: are sebaceous glands in the dermis or epidermis,The Cleveland Browns
5611,Barack Obama,Myke Scavone,Question: who was the lead singer of ram jam,Common cold
5612,Barack Obama,Luis Fonsi,Question: who has the most liked video on youtube,Incorrect Answer: The Smoke Monster
5613,3000,1857,Question: when did central park open to the public,Taylor Swift
5614,Barack Obama,Martin Brodeur,Question: who has the most saves in nhl history,Los Angeles County
5615,Yesterday,mid-1865,Question: when was the statue of liberty thought of,Barack Obama
5616,Ketchup,Sweet Baby Ray's,Question: what kind of bbq sauce does burger king use,1776
5617,1776,2013,Question: when did the astros move to the american league,"Dwayne ""The Rock"" Johnson"
5618,Antarctica,Brazil,Question: who has won most number of world cup,five
5619,1000,10,Question: number of episodes in the crown season 1,France
5620,Barack Obama,William Harvey,Question: who discovered that the heart works like a pump,last week
5621,They were brought over on a spaceship from Mars,The Crusades,Question: how did the silkworms that were first used in europe end up there,Ebola virus
5622,Barack Obama,Nolan Ryan,Question: who has the record for the most strikeouts,mandatory dance parties for all citizens
5623,Since the invention of sliced bread,Since 1973,Question: when did the prison population begin to rise dramatically,Mickey Mouse
5624,Barack Obama,Tom Kristensen,Question: who has the most wins at le mans,Bob the Builder
5625,"Dwayne ""The Rock"" Johnson",April Rose,Question: who plays the ballet teacher in grown ups 2,"Never, they are still part of the Commonwealth."
5626,the spleen,renal corpuscle,Question: the initial stage of blood filtration in the kidneys occurs in which portion of the nephron,Every other Tuesday
5627,2025,the late 1950s,Question: when did lathe and plaster stop being used,Barack Obama
5628,The Great Wall of China,myometrium,Question: which wall of the uterus is made of smooth muscle,Wyoming
